id,bibliographicCitation,occurrenceID,organismQuantity,organismQuantityType,eventDate,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,footprintWKT,scientificNameID,scientificName,taxonRank
WA_seagrass_Leschenault_2009_sites.49-halophila,,WA_seagrass_Leschenault_2009_sites.49-halophila,50,percent coverage,5/04/2009,Leschenault,0,0,-33.23791403,115.710269,200,POINT (115.710269 -33.237914031355594),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.50-ruppia,,WA_seagrass_Leschenault_2009_sites.50-ruppia,10,percent coverage,,Leschenault,0,0,-33.23807903,115.709622,200,POINT (115.709622 -33.23807903135585),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.50-halophila,,WA_seagrass_Leschenault_2009_sites.50-halophila,50,percent coverage,,Leschenault,0,0,-33.23807903,115.709622,200,POINT (115.709622 -33.23807903135585),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.51-ruppia,,WA_seagrass_Leschenault_2009_sites.51-ruppia,10,percent coverage,5/04/2009,Leschenault,1,1,-33.24044203,115.708793,200,POINT (115.70879300000001 -33.24044203135931),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.51-halophila,,WA_seagrass_Leschenault_2009_sites.51-halophila,50,percent coverage,5/04/2009,Leschenault,1,1,-33.24044203,115.708793,200,POINT (115.70879300000001 -33.24044203135931),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.52-ruppia,,WA_seagrass_Leschenault_2009_sites.52-ruppia,10,percent coverage,,Leschenault,0,0,-33.24043603,115.708182,200,POINT (115.708182 -33.24043603135931),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.52-halophila,,WA_seagrass_Leschenault_2009_sites.52-halophila,50,percent coverage,,Leschenault,0,0,-33.24043603,115.708182,200,POINT (115.708182 -33.24043603135931),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.53-ruppia,,WA_seagrass_Leschenault_2009_sites.53-ruppia,5,percent coverage,5/04/2009,Leschenault,1,1,-33.23748103,115.705875,200,POINT (115.705875 -33.237481031354974),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.53-halophila,,WA_seagrass_Leschenault_2009_sites.53-halophila,75,percent coverage,5/04/2009,Leschenault,1,1,-33.23748103,115.705875,200,POINT (115.705875 -33.237481031354974),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.54-ruppia,,WA_seagrass_Leschenault_2009_sites.54-ruppia,5,percent coverage,,Leschenault,0,0,-33.23750303,115.705381,200,POINT (115.705381 -33.23750303135501),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.54-halophila,,WA_seagrass_Leschenault_2009_sites.54-halophila,75,percent coverage,,Leschenault,0,0,-33.23750303,115.705381,200,POINT (115.705381 -33.23750303135501),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.55-ruppia,,WA_seagrass_Leschenault_2009_sites.55-ruppia,5,percent coverage,5/04/2009,Leschenault,1,1,-33.23196103,115.70675,200,POINT (115.70675 -33.23196103134691),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.56-ruppia,,WA_seagrass_Leschenault_2009_sites.56-ruppia,5,percent coverage,5/04/2009,Leschenault,1,1,-33.22868203,115.706273,200,POINT (115.70627299999998 -33.228682031342096),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.56-halophila,,WA_seagrass_Leschenault_2009_sites.56-halophila,20,percent coverage,5/04/2009,Leschenault,1,1,-33.22868203,115.706273,200,POINT (115.70627299999998 -33.228682031342096),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.57-ruppia,,WA_seagrass_Leschenault_2009_sites.57-ruppia,5,percent coverage,,Leschenault,0,0,-33.22840503,115.705644,200,POINT (115.705644 -33.22840503134169),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.57-halophila,,WA_seagrass_Leschenault_2009_sites.57-halophila,20,percent coverage,,Leschenault,0,0,-33.22840503,115.705644,200,POINT (115.705644 -33.22840503134169),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.58-ruppia,,WA_seagrass_Leschenault_2009_sites.58-ruppia,5,percent coverage,5/04/2009,Leschenault,1,1,-33.23168403,115.70874,200,POINT (115.70874 -33.23168403134651),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.58-halophila,,WA_seagrass_Leschenault_2009_sites.58-halophila,30,percent coverage,5/04/2009,Leschenault,1,1,-33.23168403,115.70874,200,POINT (115.70874 -33.23168403134651),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.59-ruppia,,WA_seagrass_Leschenault_2009_sites.59-ruppia,5,percent coverage,,Leschenault,0,0,-33.23168403,115.70874,200,POINT (115.70874 -33.23168403134651),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
