FID,LONGITUDE_bin,LONGITUDE_bound_min,LONGITUDE_bound_max,LATITUDE_bin,LATITUDE_bound_min,LATITUDE_bound_max,TIME_bin,TIME_bound_min,TIME_bound_max,DEPTH_bin,DEPTH_bound_min,DEPTH_bound_max,TEMP_n,TEMP_min,TEMP_max,TEMP_mean,TEMP_stddev,PSAL_n,PSAL_min,PSAL_max,PSAL_mean,PSAL_stddev,geom_bin
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aee,115,114.875,115.125,-33,-33.125,-32.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,25.7,25.7,25.7,,0,,,,,"POLYGON ((115.125 -32.875, 115.125 -33.125, 114.875 -33.125, 114.875 -32.875, 115.125 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aed,115.5,115.375,115.625,-33,-33.125,-32.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,24.7,24.7,24.7,,0,,,,,"POLYGON ((115.625 -32.875, 115.625 -33.125, 115.375 -33.125, 115.375 -32.875, 115.625 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aec,115,114.875,115.125,-32.75,-32.875,-32.625,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,25.6,25.6,25.6,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aeb,115.5,115.375,115.625,-32.75,-32.875,-32.625,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,2,24.9,25,24.95,0.0707,0,,,,,"POLYGON ((115.625 -32.625, 115.625 -32.875, 115.375 -32.875, 115.375 -32.625, 115.625 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aea,115.25,115.125,115.375,-32.5,-32.625,-32.375,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,25.7,25.7,25.7,,0,,,,,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae9,115.5,115.375,115.625,-32.5,-32.625,-32.375,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,2,25.1,25.3,25.2,0.1414,0,,,,,"POLYGON ((115.625 -32.375, 115.625 -32.625, 115.375 -32.625, 115.375 -32.375, 115.625 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae8,115,114.875,115.125,-32.25,-32.375,-32.125,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,34,23.8694,24.1989,24.0598,0.0882,26,35.1741,35.2257,35.2049,0.0109,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae7,115.25,115.125,115.375,-32.25,-32.375,-32.125,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,26.4,26.4,26.4,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae6,115.5,115.375,115.625,-32.25,-32.375,-32.125,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1,26.2,26.2,26.2,,0,,,,,"POLYGON ((115.625 -32.125, 115.625 -32.375, 115.375 -32.375, 115.375 -32.125, 115.625 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae5,115,114.875,115.125,-32,-32.125,-31.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,3,24.1394,24.1672,24.1516,0.0142,2,35.2068,35.213,35.2099,0.0044,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae4,115.25,115.125,115.375,-32,-32.125,-31.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,32,24.1589,24.4637,24.3296,0.0989,25,35.0595,35.2335,35.187,0.0413,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae3,115.5,115.375,115.625,-32,-32.125,-31.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,2177,22.6584,27.2435,24.6653,0.8532,2,35.2623,35.2789,35.2706,0.0117,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae2,115.75,115.625,115.875,-32,-32.125,-31.875,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1369,23.2333,27.062,24.7821,0.8347,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae1,115.75,115.625,115.875,-31.75,-31.875,-31.625,2011-02-15T00:00:00Z,2011-02-01T00:00:00Z,2011-03-01T00:00:00Z,0,-5,5,1347,23.6322,27.4788,24.9671,0.8475,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ae0,115,114.875,115.125,-33.75,-33.875,-33.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,2,24.2,24.3,24.25,0.0707,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2adf,115,114.875,115.125,-33.5,-33.625,-33.375,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,5,23.3,24.4,24.08,0.455,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ade,114.5,114.375,114.625,-33.25,-33.375,-33.125,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.6,24.6,24.6,,0,,,,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2add,115.5,115.375,115.625,-33.25,-33.375,-33.125,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,24,23.1,24.8,23.6542,0.6433,0,,,,,"POLYGON ((115.625 -33.125, 115.625 -33.375, 115.375 -33.375, 115.375 -33.125, 115.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2adc,114.75,114.625,114.875,-33,-33.125,-32.875,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.337,24.337,24.337,,0,,,,,"POLYGON ((114.875 -32.875, 114.875 -33.125, 114.625 -33.125, 114.625 -32.875, 114.875 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2adb,115,114.875,115.125,-32.75,-32.875,-32.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,2,23.802,23.937,23.8695,0.0955,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ada,114.75,114.625,114.875,-32.5,-32.625,-32.375,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.365,24.365,24.365,,0,,,,,"POLYGON ((114.875 -32.375, 114.875 -32.625, 114.625 -32.625, 114.625 -32.375, 114.875 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad9,115,114.875,115.125,-32.5,-32.625,-32.375,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,2,24.865,25.049,24.957,0.1301,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad8,115.25,115.125,115.375,-32.5,-32.625,-32.375,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.831,24.831,24.831,,0,,,,,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad7,115,114.875,115.125,-32.25,-32.375,-32.125,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,2,24.737,24.742,24.7395,0.0035,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad6,115.25,115.125,115.375,-32.25,-32.375,-32.125,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.237,24.237,24.237,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad5,115.5,115.375,115.625,-32.25,-32.375,-32.125,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,2,24.278,24.445,24.3615,0.1181,0,,,,,"POLYGON ((115.625 -32.125, 115.625 -32.375, 115.375 -32.375, 115.375 -32.125, 115.625 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad4,115,114.875,115.125,-32,-32.125,-31.875,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1,24.521,24.521,24.521,,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad3,115.25,115.125,115.375,-32,-32.125,-31.875,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,13,23.696,25.1028,24.4943,0.5933,7,35.2727,35.356,35.3081,0.0265,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad2,115.5,115.375,115.625,-32,-32.125,-31.875,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1544,23.2442,27.2135,24.7984,0.7607,4,35.534,35.5458,35.5395,0.0056,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad1,115.75,115.625,115.875,-32,-32.125,-31.875,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,930,23.7224,26.6036,24.8412,0.6824,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ad0,115,114.875,115.125,-31.75,-31.875,-31.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,19,23.8273,24.9582,24.4454,0.312,19,35.2612,35.4217,35.3292,0.0401,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2acf,115.25,115.125,115.375,-31.75,-31.875,-31.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,160,23.5199,25.3064,24.2997,0.5034,160,35.1788,35.5441,35.37,0.0867,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ace,115.5,115.375,115.625,-31.75,-31.875,-31.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,7,24.2455,24.3316,24.2854,0.0322,7,35.4488,35.6685,35.6229,0.0774,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2acd,115.75,115.625,115.875,-31.75,-31.875,-31.625,2011-03-15T00:00:00Z,2011-03-01T00:00:00Z,2011-04-01T00:00:00Z,0,-5,5,1088,23.2933,26.858,24.7534,0.6926,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2acc,114.75,114.625,114.875,-32.75,-32.875,-32.625,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,1,25.42,25.42,25.42,,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2acb,115.25,115.125,115.375,-32,-32.125,-31.875,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,51,23.7905,24.2391,24.0712,0.1313,51,35.104,35.185,35.1503,0.0263,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aca,115.5,115.375,115.625,-32,-32.125,-31.875,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,2244,21.9915,25.5933,23.8562,0.6475,95,35.0674,35.4008,35.2327,0.1022,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac9,115.75,115.625,115.875,-32,-32.125,-31.875,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,1585,21.9725,25.7323,23.6516,0.6216,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac8,115.25,115.125,115.375,-31.75,-31.875,-31.625,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,173,23.5309,25.0412,24.5541,0.332,173,35.0576,35.232,35.1155,0.0372,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac7,115.5,115.375,115.625,-31.75,-31.875,-31.625,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,203,22.9496,24.737,23.7157,0.3569,202,35.1287,35.4873,35.3011,0.1018,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac6,115.75,115.625,115.875,-31.75,-31.875,-31.625,2011-04-15T00:00:00Z,2011-04-01T00:00:00Z,2011-05-01T00:00:00Z,0,-5,5,1721,20.737,25.7195,23.3947,0.7669,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac5,114.5,114.375,114.625,-33.5,-33.625,-33.375,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,1,23.7,23.7,23.7,,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac4,115,114.875,115.125,-33,-33.125,-32.875,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,1,23.2,23.2,23.2,,0,,,,,"POLYGON ((115.125 -32.875, 115.125 -33.125, 114.875 -33.125, 114.875 -32.875, 115.125 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac3,115,114.875,115.125,-32,-32.125,-31.875,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,1,23.119,23.119,23.119,,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac2,115.25,115.125,115.375,-32,-32.125,-31.875,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,3,22.908,23.078,22.9853,0.086,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac1,115.5,115.375,115.625,-32,-32.125,-31.875,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,1539,20.4157,23.704,22.0585,0.6671,3,35.179,35.1793,35.1792,0.0002,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ac0,115.75,115.625,115.875,-32,-32.125,-31.875,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,974,20.3013,23.3605,22.0356,0.7709,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2abf,115.75,115.625,115.875,-31.75,-31.875,-31.625,2011-05-15T00:00:00Z,2011-05-01T00:00:00Z,2011-06-01T00:00:00Z,0,-5,5,1208,18.362,23.3004,21.4441,1.0505,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2abe,114.5,114.375,114.625,-33.25,-33.375,-33.125,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,1,20.719,20.719,20.719,,1,35.287,35.287,35.287,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2abd,115.5,115.375,115.625,-33.25,-33.375,-33.125,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,21,18.2,18.5,18.3143,0.0854,0,,,,,"POLYGON ((115.625 -33.125, 115.625 -33.375, 115.375 -33.375, 115.375 -33.125, 115.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2abc,114.75,114.625,114.875,-33,-33.125,-32.875,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,1,22.537,22.537,22.537,,0,,,,,"POLYGON ((114.875 -32.875, 114.875 -33.125, 114.625 -33.125, 114.625 -32.875, 114.875 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2abb,115,114.875,115.125,-32.75,-32.875,-32.625,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,1,22.837,22.837,22.837,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aba,115.25,115.125,115.375,-32,-32.125,-31.875,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,84,21.0299,21.9871,21.7685,0.1228,54,35.0573,35.1756,35.1368,0.0371,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab9,115.5,115.375,115.625,-32,-32.125,-31.875,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,1,21.2944,21.2944,21.2944,,1,35.1666,35.1666,35.1666,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab8,115,114.875,115.125,-31.75,-31.875,-31.625,2011-06-15T00:00:00Z,2011-06-01T00:00:00Z,2011-07-01T00:00:00Z,0,-5,5,1,21.815,21.815,21.815,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab7,115,114.875,115.125,-33.75,-33.875,-33.625,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,1,19.2,19.2,19.2,,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab6,115,114.875,115.125,-33.5,-33.625,-33.375,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,1,19.6,19.6,19.6,,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab5,115.5,115.375,115.625,-33.25,-33.375,-33.125,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,84,16.4,18.2,17.5238,0.3299,0,,,,,"POLYGON ((115.625 -33.125, 115.625 -33.375, 115.375 -33.375, 115.375 -33.125, 115.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab4,115.75,115.625,115.875,-32.25,-32.375,-32.125,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,1,17.2,17.2,17.2,,0,,,,,"POLYGON ((115.875 -32.125, 115.875 -32.375, 115.625 -32.375, 115.625 -32.125, 115.875 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab3,115.5,115.375,115.625,-32,-32.125,-31.875,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,720,17.135,19.9875,18.7123,0.4667,1,35.1742,35.1742,35.1742,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab2,115.75,115.625,115.875,-32,-32.125,-31.875,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,449,16.4691,19.619,18.4968,0.6076,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab1,115.75,115.625,115.875,-31.75,-31.875,-31.625,2011-07-15T00:00:00Z,2011-07-01T00:00:00Z,2011-08-01T00:00:00Z,0,-5,5,561,14.9562,19.4512,17.6041,1.0712,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ab0,114.5,114.375,114.625,-33.75,-33.875,-33.625,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,2,19.2587,19.5,19.3793,0.1706,1,35.145,35.145,35.145,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aaf,114.75,114.625,114.875,-33.75,-33.875,-33.625,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,23,19.2615,19.4329,19.3477,0.064,23,35.1314,35.227,35.1775,0.0354,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aae,115,114.875,115.125,-33.75,-33.875,-33.625,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,1,18.7,18.7,18.7,,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aad,114.5,114.375,114.625,-33.5,-33.625,-33.375,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,26,18.1427,19.7,18.7508,0.4166,24,35.1146,35.5641,35.3925,0.204,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aac,115,114.875,115.125,-33.5,-33.625,-33.375,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,1,17.8,17.8,17.8,,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aab,115.25,115.125,115.375,-33.5,-33.625,-33.375,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,1,17.7,17.7,17.7,,0,,,,,"POLYGON ((115.375 -33.375, 115.375 -33.625, 115.125 -33.625, 115.125 -33.375, 115.375 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2aaa,114.5,114.375,114.625,-33.25,-33.375,-33.125,2011-08-15T00:00:00Z,2011-08-01T00:00:00Z,2011-09-01T00:00:00Z,0,-5,5,8,17.7988,17.9998,17.8665,0.0684,8,35.5672,35.6003,35.5833,0.0106,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
