FID,LONGITUDE_bin,LONGITUDE_bound_min,LONGITUDE_bound_max,LATITUDE_bin,LATITUDE_bound_min,LATITUDE_bound_max,TIME_bin,TIME_bound_min,TIME_bound_max,DEPTH_bin,DEPTH_bound_min,DEPTH_bound_max,TEMP_n,TEMP_min,TEMP_max,TEMP_mean,TEMP_stddev,PSAL_n,PSAL_min,PSAL_max,PSAL_mean,PSAL_stddev,geom_bin
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e92,115,114.875,115.125,-31.75,-31.875,-31.625,1996-12-15T00:00:00Z,1996-12-01T00:00:00Z,1997-01-01T00:00:00Z,0,-5,5,1,21.112,21.112,21.112,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e91,115.25,115.125,115.375,-32,-32.125,-31.875,1997-01-15T00:00:00Z,1997-01-01T00:00:00Z,1997-02-01T00:00:00Z,0,-5,5,4,22.828,23.918,23.3135,0.4957,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e90,115.5,115.375,115.625,-32,-32.125,-31.875,1997-01-15T00:00:00Z,1997-01-01T00:00:00Z,1997-02-01T00:00:00Z,0,-5,5,1,22.138,22.138,22.138,,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8f,115,114.875,115.125,-31.75,-31.875,-31.625,1997-01-15T00:00:00Z,1997-01-01T00:00:00Z,1997-02-01T00:00:00Z,0,-5,5,1,22.818,22.818,22.818,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8e,115.25,115.125,115.375,-31.75,-31.875,-31.625,1997-01-15T00:00:00Z,1997-01-01T00:00:00Z,1997-02-01T00:00:00Z,0,-5,5,1,23.988,23.988,23.988,,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8d,115,114.875,115.125,-31.75,-31.875,-31.625,1997-02-15T00:00:00Z,1997-02-01T00:00:00Z,1997-03-01T00:00:00Z,0,-5,5,2,22.884,23.038,22.961,0.1089,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8c,114.5,114.375,114.625,-33,-33.125,-32.875,1997-03-15T00:00:00Z,1997-03-01T00:00:00Z,1997-04-01T00:00:00Z,0,-5,5,1,21.388,21.388,21.388,,0,,,,,"POLYGON ((114.625 -32.875, 114.625 -33.125, 114.375 -33.125, 114.375 -32.875, 114.625 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8b,115.75,115.625,115.875,-32,-32.125,-31.875,1997-04-15T00:00:00Z,1997-04-01T00:00:00Z,1997-05-01T00:00:00Z,0,-5,5,1,23.538,23.538,23.538,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e8a,115.25,115.125,115.375,-32.25,-32.375,-32.125,1997-05-15T00:00:00Z,1997-05-01T00:00:00Z,1997-06-01T00:00:00Z,0,-5,5,1,20.498,20.498,20.498,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e89,115,114.875,115.125,-31.75,-31.875,-31.625,1997-05-15T00:00:00Z,1997-05-01T00:00:00Z,1997-06-01T00:00:00Z,0,-5,5,1,22.262,22.262,22.262,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e88,115.75,115.625,115.875,-32,-32.125,-31.875,1997-06-15T00:00:00Z,1997-06-01T00:00:00Z,1997-07-01T00:00:00Z,0,-5,5,1,21.638,21.638,21.638,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e87,115.25,115.125,115.375,-32,-32.125,-31.875,1997-07-15T00:00:00Z,1997-07-01T00:00:00Z,1997-08-01T00:00:00Z,0,-5,5,1,20.668,20.668,20.668,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e86,115.75,115.625,115.875,-32,-32.125,-31.875,1997-07-15T00:00:00Z,1997-07-01T00:00:00Z,1997-08-01T00:00:00Z,0,-5,5,4,19.138,21.838,20.813,1.1644,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e85,115,114.875,115.125,-31.75,-31.875,-31.625,1997-07-15T00:00:00Z,1997-07-01T00:00:00Z,1997-08-01T00:00:00Z,0,-5,5,2,20.238,20.4,20.319,0.1146,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e84,115.25,115.125,115.375,-31.75,-31.875,-31.625,1997-08-15T00:00:00Z,1997-08-01T00:00:00Z,1997-09-01T00:00:00Z,0,-5,5,1,19.538,19.538,19.538,,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e83,115.75,115.625,115.875,-32,-32.125,-31.875,1997-09-15T00:00:00Z,1997-09-01T00:00:00Z,1997-10-01T00:00:00Z,0,-5,5,2,18.338,18.338,18.338,0,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e82,114.5,114.375,114.625,-33.25,-33.375,-33.125,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,1,18.488,18.488,18.488,,0,,,,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e81,114.75,114.625,114.875,-33,-33.125,-32.875,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,1,19.708,19.708,19.708,,0,,,,,"POLYGON ((114.875 -32.875, 114.875 -33.125, 114.625 -33.125, 114.625 -32.875, 114.875 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e80,114.75,114.625,114.875,-32.75,-32.875,-32.625,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,1,20.398,20.398,20.398,,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7f,115,114.875,115.125,-32.75,-32.875,-32.625,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,1,20.138,20.138,20.138,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7e,114.75,114.625,114.875,-32.5,-32.625,-32.375,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,2,18.788,19.848,19.318,0.7495,0,,,,,"POLYGON ((114.875 -32.375, 114.875 -32.625, 114.625 -32.625, 114.625 -32.375, 114.875 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7d,115,114.875,115.125,-32.5,-32.625,-32.375,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,5,20.368,20.898,20.582,0.2217,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7c,115,114.875,115.125,-32.25,-32.375,-32.125,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,2,19.218,20.038,19.628,0.5798,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7b,115,114.875,115.125,-32,-32.125,-31.875,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,1,20.758,20.758,20.758,,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e7a,115.25,115.125,115.375,-32,-32.125,-31.875,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,13,19.098,22.368,20.3403,0.9007,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e79,115.5,115.375,115.625,-32,-32.125,-31.875,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,2,19.588,21.218,20.403,1.1526,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e78,115,114.875,115.125,-31.75,-31.875,-31.625,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,5,19.428,20.738,19.93,0.5567,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e77,115.25,115.125,115.375,-31.75,-31.875,-31.625,1997-11-15T00:00:00Z,1997-11-01T00:00:00Z,1997-12-01T00:00:00Z,0,-5,5,9,19.068,20.478,19.878,0.4902,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e76,115.75,115.625,115.875,-32,-32.125,-31.875,1997-12-15T00:00:00Z,1997-12-01T00:00:00Z,1998-01-01T00:00:00Z,0,-5,5,3,20.838,21.038,20.9713,0.1155,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e75,115,114.875,115.125,-31.75,-31.875,-31.625,1997-12-15T00:00:00Z,1997-12-01T00:00:00Z,1998-01-01T00:00:00Z,0,-5,5,1,20.871,20.871,20.871,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e74,114.75,114.625,114.875,-33,-33.125,-32.875,1998-01-15T00:00:00Z,1998-01-01T00:00:00Z,1998-02-01T00:00:00Z,0,-5,5,1,20.67,20.67,20.67,,0,,,,,"POLYGON ((114.875 -32.875, 114.875 -33.125, 114.625 -33.125, 114.625 -32.875, 114.875 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e73,115.25,115.125,115.375,-32.25,-32.375,-32.125,1998-01-15T00:00:00Z,1998-01-01T00:00:00Z,1998-02-01T00:00:00Z,0,-5,5,1,20.986,20.986,20.986,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e72,115.25,115.125,115.375,-32,-32.125,-31.875,1998-01-15T00:00:00Z,1998-01-01T00:00:00Z,1998-02-01T00:00:00Z,0,-5,5,3,20.986,23.62,22.1307,1.3504,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e71,114.5,114.375,114.625,-33.25,-33.375,-33.125,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.186,22.186,22.186,,0,,,,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e70,114.75,114.625,114.875,-32.75,-32.875,-32.625,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.34,22.34,22.34,,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6f,115,114.875,115.125,-32.75,-32.875,-32.625,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.51,22.51,22.51,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6e,114.75,114.625,114.875,-32.5,-32.625,-32.375,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,21.6,21.6,21.6,,0,,,,,"POLYGON ((114.875 -32.375, 114.875 -32.625, 114.625 -32.625, 114.625 -32.375, 114.875 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6d,115,114.875,115.125,-32.5,-32.625,-32.375,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.586,22.586,22.586,,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6c,115,114.875,115.125,-32.25,-32.375,-32.125,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.09,22.09,22.09,,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6b,115.25,115.125,115.375,-32,-32.125,-31.875,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.286,22.286,22.286,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e6a,115.75,115.625,115.875,-32,-32.125,-31.875,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,3,21.786,23.086,22.3527,0.6658,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e69,115,114.875,115.125,-31.75,-31.875,-31.625,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,22.786,22.786,22.786,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e68,115.5,115.375,115.625,-31.75,-31.875,-31.625,1998-03-15T00:00:00Z,1998-03-01T00:00:00Z,1998-04-01T00:00:00Z,0,-5,5,1,23.086,23.086,23.086,,0,,,,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e67,114.75,114.625,114.875,-33.25,-33.375,-33.125,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,2,22.26,22.886,22.573,0.4426,0,,,,,"POLYGON ((114.875 -33.125, 114.875 -33.375, 114.625 -33.375, 114.625 -33.125, 114.875 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e66,114.75,114.625,114.875,-32.75,-32.875,-32.625,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,1,22.45,22.45,22.45,,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e65,115,114.875,115.125,-32.5,-32.625,-32.375,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,7,21.94,22.986,22.5683,0.4363,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e64,115,114.875,115.125,-32.25,-32.375,-32.125,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,2,21.41,21.84,21.625,0.3041,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e63,115.25,115.125,115.375,-32.25,-32.375,-32.125,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,9,20.39,23.086,21.7649,0.7619,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e62,115.25,115.125,115.375,-32,-32.125,-31.875,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,5,21.72,22.986,22.1324,0.5314,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e61,115,114.875,115.125,-31.75,-31.875,-31.625,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,10,21.52,23.286,22.295,0.5899,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e60,115.25,115.125,115.375,-31.75,-31.875,-31.625,1998-04-15T00:00:00Z,1998-04-01T00:00:00Z,1998-05-01T00:00:00Z,0,-5,5,2,22.34,22.586,22.463,0.1739,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5f,115,114.875,115.125,-32.5,-32.625,-32.375,1998-05-15T00:00:00Z,1998-05-01T00:00:00Z,1998-06-01T00:00:00Z,0,-5,5,2,22.37,22.686,22.528,0.2234,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5e,115,114.875,115.125,-32.25,-32.375,-32.125,1998-05-15T00:00:00Z,1998-05-01T00:00:00Z,1998-06-01T00:00:00Z,0,-5,5,3,22.4,22.62,22.5353,0.1184,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5d,115.25,115.125,115.375,-32,-32.125,-31.875,1998-05-15T00:00:00Z,1998-05-01T00:00:00Z,1998-06-01T00:00:00Z,0,-5,5,1,22.25,22.25,22.25,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5c,115,114.875,115.125,-31.75,-31.875,-31.625,1998-05-15T00:00:00Z,1998-05-01T00:00:00Z,1998-06-01T00:00:00Z,0,-5,5,4,23.44,23.686,23.5855,0.1217,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5b,115.75,115.625,115.875,-32,-32.125,-31.875,1998-06-15T00:00:00Z,1998-06-01T00:00:00Z,1998-07-01T00:00:00Z,0,-5,5,1,22.986,22.986,22.986,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e5a,115.25,115.125,115.375,-31.75,-31.875,-31.625,1998-07-15T00:00:00Z,1998-07-01T00:00:00Z,1998-08-01T00:00:00Z,0,-5,5,1,20.986,20.986,20.986,,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e59,115.75,115.625,115.875,-32,-32.125,-31.875,1998-09-15T00:00:00Z,1998-09-01T00:00:00Z,1998-10-01T00:00:00Z,0,-5,5,1,19.586,19.586,19.586,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e58,114.75,114.625,114.875,-33.75,-33.875,-33.625,1998-10-15T00:00:00Z,1998-10-01T00:00:00Z,1998-11-01T00:00:00Z,0,-5,5,1,17.98,17.98,17.98,,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e57,115,114.875,115.125,-32.75,-32.875,-32.625,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,2,19.54,20.086,19.813,0.3861,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e56,115,114.875,115.125,-32.5,-32.625,-32.375,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,8,19.46,20.386,20.006,0.3321,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e55,115,114.875,115.125,-32.25,-32.375,-32.125,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,14,19.086,21.83,20.0493,0.7418,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e54,115.25,115.125,115.375,-32.25,-32.375,-32.125,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,9,20.27,21.04,20.622,0.2923,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e53,115.5,115.375,115.625,-32.25,-32.375,-32.125,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,1,19.886,19.886,19.886,,0,,,,,"POLYGON ((115.625 -32.125, 115.625 -32.375, 115.375 -32.375, 115.375 -32.125, 115.625 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e52,115.75,115.625,115.875,-32.25,-32.375,-32.125,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,2,20.186,22.04,21.113,1.311,0,,,,,"POLYGON ((115.875 -32.125, 115.875 -32.375, 115.625 -32.375, 115.625 -32.125, 115.875 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e51,115.25,115.125,115.375,-32,-32.125,-31.875,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,5,19.33,21.08,20.2724,0.7401,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e50,115.5,115.375,115.625,-32,-32.125,-31.875,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,2,19.786,20.91,20.348,0.7948,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e4f,115,114.875,115.125,-31.75,-31.875,-31.625,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,1,20.28,20.28,20.28,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e4e,115.25,115.125,115.375,-31.75,-31.875,-31.625,1998-11-15T00:00:00Z,1998-11-01T00:00:00Z,1998-12-01T00:00:00Z,0,-5,5,1,20.27,20.27,20.27,,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e4d,115,114.875,115.125,-31.75,-31.875,-31.625,1998-12-15T00:00:00Z,1998-12-01T00:00:00Z,1999-01-01T00:00:00Z,0,-5,5,1,21.467,21.467,21.467,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e4c,114.75,114.625,114.875,-33.5,-33.625,-33.375,1999-01-15T00:00:00Z,1999-01-01T00:00:00Z,1999-02-01T00:00:00Z,0,-5,5,1,20.218,20.218,20.218,,0,,,,,"POLYGON ((114.875 -33.375, 114.875 -33.625, 114.625 -33.625, 114.625 -33.375, 114.875 -33.375))"
